Suburb,Rooms,Type,Price,Date,Regionname,Distance,CouncilArea
"Glen Waverley",4,"t",1380000,"9/09/2017","Eastern Metropolitan",16.7,"Monash City Council"
"Glen Waverley",4,"h",1320000,"9/09/2017","Eastern Metropolitan",16.7,"Monash City Council"
"Glen Waverley",5,"h",1320000,"9/09/2017","Eastern Metropolitan",16.7,"Monash City Council"
"Glen Waverley",3,"h",1361501,"9/09/2017","Eastern Metropolitan",16.7,"Monash City Council"
"Glen Waverley",4,"h",1152000,"9/09/2017","Eastern Metropolitan",16.7,"Monash City Council"
"Glenroy",3,"h",932000,"9/09/2017","Northern Metropolitan",11.2,"Moreland City Council"
"Glenroy",3,"t",646000,"9/09/2017","Northern Metropolitan",11.2,"Moreland City Council"
"Glenroy",3,"t",576000,"9/09/2017","Northern Metropolitan",11.2,"Moreland City Council"
"Glenroy",2,"h",605000,"9/09/2017","Northern Metropolitan",11.2,"Moreland City Council"
"Glenroy",2,"t",480000,"9/09/2017","Northern Metropolitan",11.2,"Moreland City Council"
"Greensborough",5,"h",1000000,"9/09/2017","Northern Metropolitan",16.1,"Banyule City Council"
"Greenvale",5,"h",888000,"9/09/2017","Northern Metropolitan",20.4,"Hume City Council"
"Hadfield",3,"h",750000,"9/09/2017","Northern Metropolitan",11.2,"Moreland City Council"
"Hadfield",3,"h",720000,"9/09/2017","Northern Metropolitan",11.2,"Moreland City Council"
"Hampton",4,"h",3100000,"9/09/2017","Southern Metropolitan",13.8,"Bayside City Council"
"Hampton",3,"h",1850000,"9/09/2017","Southern Metropolitan",13.8,"Bayside City Council"
"Hawthorn",2,"h",1000000,"9/09/2017","Southern Metropolitan",5.3,"Boroondara City Council"
"Hawthorn",2,"u",463000,"9/09/2017","Southern Metropolitan",5.3,"Boroondara City Council"
"Hawthorn",3,"h",1670000,"9/09/2017","Southern Metropolitan",5.3,"Boroondara City Council"
"Hawthorn",2,"u",630000,"9/09/2017","Southern Metropolitan",5.3,"Boroondara City Council"
"Hawthorn East",2,"u",492000,"9/09/2017","Southern Metropolitan",6.2,"Boroondara City Council"
"Hawthorn East",3,"h",2710000,"9/09/2017","Southern Metropolitan",6.2,"Boroondara City Council"
"Hawthorn East",3,"h",1768000,"9/09/2017","Southern Metropolitan",6.2,"Boroondara City Council"
"Hawthorn East",4,"h",3000000,"9/09/2017","Southern Metropolitan",6.2,"Boroondara City Council"
"Heathmont",4,"h",1165000,"9/09/2017","Eastern Metropolitan",21.3,"Maroondah City Council"
"Heathmont",4,"h",920000,"9/09/2017","Eastern Metropolitan",21.3,"Maroondah City Council"
"Heathmont",5,"h",932000,"9/09/2017","Eastern Metropolitan",21.3,"Maroondah City Council"
"Heidelberg",1,"u",325000,"9/09/2017","Eastern Metropolitan",8.9,"Banyule City Council"
"Heidelberg",4,"h",1420000,"9/09/2017","Eastern Metropolitan",8.9,"Banyule City Council"
"Heidelberg Heights",3,"h",811000,"9/09/2017","Eastern Metropolitan",8.8,"Banyule City Council"
"Highett",4,"h",1550000,"9/09/2017","Southern Metropolitan",16,"Bayside City Council"
"Highett",3,"u",801000,"9/09/2017","Southern Metropolitan",16,"Bayside City Council"
"Hillside",4,"h",805000,"9/09/2017","Western Metropolitan",18,"Brimbank City Council"
"Hillside",4,"h",627000,"9/09/2017","Western Metropolitan",18,"Brimbank City Council"
"Hoppers Crossing",3,"h",510000,"9/09/2017","Western Metropolitan",18.4,"Wyndham City Council"
"Hoppers Crossing",2,"u",405000,"9/09/2017","Western Metropolitan",18.4,"Wyndham City Council"
"Hoppers Crossing",4,"h",505000,"9/09/2017","Western Metropolitan",18.4,"Wyndham City Council"
"Hurstbridge",3,"h",600000,"9/09/2017","Northern Victoria",26.1,"Nillumbik Shire Council"
"Ivanhoe",2,"t",795000,"9/09/2017","Eastern Metropolitan",7.8,"Banyule City Council"
"Ivanhoe East",3,"h",1535000,"9/09/2017","Eastern Metropolitan",7.8,"Banyule City Council"
"Keilor",3,"h",678500,"9/09/2017","Western Metropolitan",14.5,"Brimbank City Council"
"Keilor",3,"h",680000,"9/09/2017","Western Metropolitan",14.5,"Brimbank City Council"
"Keilor Downs",4,"h",720000,"9/09/2017","Western Metropolitan",15.5,"Brimbank City Council"
"Keilor East",4,"h",1210000,"9/09/2017","Western Metropolitan",11.7,"Brimbank City Council"
"Keilor East",4,"h",1188000,"9/09/2017","Western Metropolitan",11.7,"Brimbank City Council"
"Keilor East",3,"h",590000,"9/09/2017","Western Metropolitan",11.7,"Brimbank City Council"
"Keilor East",3,"h",1031100,"9/09/2017","Western Metropolitan",11.7,"Brimbank City Council"
"Keilor East",3,"h",1076500,"9/09/2017","Western Metropolitan",11.7,"Brimbank City Council"
"Keilor Lodge",3,"h",680000,"9/09/2017","Western Metropolitan",15.5,"Brimbank City Council"
"Kensington",3,"h",1360000,"9/09/2017","Northern Metropolitan",3.4,"Melbourne City Council"
"Kensington",2,"t",700000,"9/09/2017","Northern Metropolitan",3.4,"Melbourne City Council"
"Kew",2,"u",920000,"9/09/2017","Southern Metropolitan",5.4,"Boroondara City Council"
"Kew",3,"h",1250000,"9/09/2017","Southern Metropolitan",5.4,"Boroondara City Council"
"Kew",3,"h",1950000,"9/09/2017","Southern Metropolitan",5.4,"Boroondara City Council"
"Kew",3,"h",1405000,"9/09/2017","Southern Metropolitan",5.4,"Boroondara City Council"
"Kew East",3,"h",1700000,"9/09/2017","Southern Metropolitan",7.3,"Boroondara City Council"
"Kew East",4,"h",2000000,"9/09/2017","Southern Metropolitan",7.3,"Boroondara City Council"
"Kew East",3,"h",1655000,"9/09/2017","Southern Metropolitan",7.3,"Boroondara City Council"
"Kew East",4,"h",1980000,"9/09/2017","Southern Metropolitan",7.3,"Boroondara City Council"
"Kingsville",3,"h",915000,"9/09/2017","Western Metropolitan",6.4,"Maribyrnong City Council"
"Kingsville",3,"h",1100000,"9/09/2017","Western Metropolitan",6.4,"Maribyrnong City Council"
"Kingsville",3,"u",712000,"9/09/2017","Western Metropolitan",6.4,"Maribyrnong City Council"
"Lalor",3,"h",685000,"9/09/2017","Northern Metropolitan",16.3,"Whittlesea City Council"
"Lalor",3,"h",741000,"9/09/2017","Northern Metropolitan",16.3,"Whittlesea City Council"
"MacLeod",2,"t",665000,"9/09/2017","Northern Metropolitan",12.7,"Banyule City Council"
"MacLeod",4,"h",967000,"9/09/2017","Northern Metropolitan",12.7,"Banyule City Council"
"Maidstone",2,"h",865000,"9/09/2017","Western Metropolitan",6.4,"Maribyrnong City Council"
"Maidstone",3,"h",605000,"9/09/2017","Western Metropolitan",6.4,"Maribyrnong City Council"
"Malvern",3,"h",1990000,"9/09/2017","Southern Metropolitan",5.9,"Stonnington City Council"
"Malvern",3,"h",1510000,"9/09/2017","Southern Metropolitan",5.9,"Stonnington City Council"
"Malvern East",3,"h",1380000,"9/09/2017","Southern Metropolitan",8.4,"Stonnington City Council"
"Malvern East",4,"h",2525000,"9/09/2017","Southern Metropolitan",8.4,"Stonnington City Council"
"Malvern East",3,"h",1902000,"9/09/2017","Southern Metropolitan",8.4,"Stonnington City Council"
"Maribyrnong",3,"u",701500,"9/09/2017","Western Metropolitan",4.3,"Maribyrnong City Council"
"McKinnon",4,"h",2280000,"9/09/2017","Southern Metropolitan",11.4,"Glen Eira City Council"
"Meadow Heights",3,"h",490000,"9/09/2017","Northern Metropolitan",17.4,"Hume City Council"
"Meadow Heights",3,"h",473000,"9/09/2017","Northern Metropolitan",17.4,"Hume City Council"
"Meadow Heights",3,"u",430000,"9/09/2017","Northern Metropolitan",17.4,"Hume City Council"
"Melbourne",2,"u",530000,"9/09/2017","Northern Metropolitan",0,"Melbourne City Council"
"Melbourne",3,"u",815000,"9/09/2017","Northern Metropolitan",0,"Melbourne City Council"
"Melbourne",2,"u",585000,"9/09/2017","Northern Metropolitan",0,"Melbourne City Council"
"Melton South",4,"h",410000,"9/09/2017","Western Victoria",29.8,"Melton City Council"
"Mentone",4,"h",1325000,"9/09/2017","South-Eastern Metropolitan",20,"Kingston City Council"
"Mentone",3,"t",875000,"9/09/2017","South-Eastern Metropolitan",20,"Kingston City Council"
"Mernda",3,"h",467000,"9/09/2017","Northern Metropolitan",25.9,"Whittlesea City Council"
"Mernda",4,"h",726000,"9/09/2017","Northern Metropolitan",25.9,"Whittlesea City Council"
"Mernda",4,"h",720000,"9/09/2017","Northern Metropolitan",25.9,"Whittlesea City Council"
"Mernda",4,"h",746000,"9/09/2017","Northern Metropolitan",25.9,"Whittlesea City Council"
"Middle Park",4,"h",1720000,"9/09/2017","Southern Metropolitan",3,"Port Phillip City Council"
"Middle Park",5,"h",6400000,"9/09/2017","Southern Metropolitan",3,"Port Phillip City Council"
"Middle Park",2,"h",1500000,"9/09/2017","Southern Metropolitan",3,"Port Phillip City Council"
"Mill Park",3,"h",710000,"9/09/2017","Northern Metropolitan",17.9,"Whittlesea City Council"
"Mill Park",3,"h",728000,"9/09/2017","Northern Metropolitan",17.9,"Whittlesea City Council"
"Mill Park",4,"h",806888,"9/09/2017","Northern Metropolitan",17.9,"Whittlesea City Council"
"Mill Park",4,"h",757000,"9/09/2017","Northern Metropolitan",17.9,"Whittlesea City Council"
"Mitcham",3,"t",890000,"9/09/2017","Eastern Metropolitan",17.2,"Whitehorse City Council"
"Mitcham",4,"h",1200000,"9/09/2017","Eastern Metropolitan",17.2,"Whitehorse City Council"
"Mitcham",3,"t",799100,"9/09/2017","Eastern Metropolitan",17.2,"Whitehorse City Council"
"Mitcham",3,"h",1237000,"9/09/2017","Eastern Metropolitan",17.2,"Whitehorse City Council"
"Mont Albert",2,"u",850000,"9/09/2017","Eastern Metropolitan",10.2,"Boroondara City Council"
"Montmorency",3,"h",910000,"9/09/2017","Eastern Metropolitan",16.2,"Banyule City Council"
"Montmorency",3,"h",970000,"9/09/2017","Eastern Metropolitan",16.2,"Banyule City Council"
"Moonee Ponds",2,"u",570000,"9/09/2017","Western Metropolitan",6.2,"Moonee Valley City Council"
"Moonee Ponds",2,"u",595000,"9/09/2017","Western Metropolitan",6.2,"Moonee Valley City Council"
"Moonee Ponds",3,"h",1205000,"9/09/2017","Western Metropolitan",6.2,"Moonee Valley City Council"
"Moonee Ponds",3,"h",1240000,"9/09/2017","Western Metropolitan",6.2,"Moonee Valley City Council"
"Moonee Ponds",3,"h",1450000,"9/09/2017","Western Metropolitan",6.2,"Moonee Valley City Council"
"Moorabbin",3,"h",1150000,"9/09/2017","Southern Metropolitan",14.3,"Kingston City Council"
"Mooroolbark",3,"h",720000,"9/09/2017","Eastern Victoria",26.5,"Yarra Ranges Shire Council"
"Mordialloc",2,"h",900000,"9/09/2017","South-Eastern Metropolitan",21.5,"Kingston City Council"
"Mount Waverley",3,"u",851000,"9/09/2017","Eastern Metropolitan",14.2,"Monash City Council"
"Mount Waverley",4,"u",1175000,"9/09/2017","Eastern Metropolitan",14.2,"Monash City Council"
"Mount Waverley",4,"h",1250000,"9/09/2017","Eastern Metropolitan",14.2,"Monash City Council"
"Mount Waverley",3,"h",1030000,"9/09/2017","Eastern Metropolitan",14.2,"Monash City Council"
"Mount Waverley",3,"h",1000000,"9/09/2017","Eastern Metropolitan",14.2,"Monash City Council"
"Mulgrave",3,"h",888000,"9/09/2017","South-Eastern Metropolitan",18.8,"Monash City Council"
"Mulgrave",3,"h",780000,"9/09/2017","South-Eastern Metropolitan",18.8,"Monash City Council"
"Murrumbeena",2,"h",960000,"9/09/2017","Southern Metropolitan",10.1,"Glen Eira City Council"
"Murrumbeena",3,"h",1530000,"9/09/2017","Southern Metropolitan",10.1,"Glen Eira City Council"
"Murrumbeena",3,"t",922000,"9/09/2017","Southern Metropolitan",10.1,"Glen Eira City Council"
"Newport",3,"h",832000,"9/09/2017","Western Metropolitan",6.2,"Hobsons Bay City Council"
"Newport",4,"h",1567000,"9/09/2017","Western Metropolitan",6.2,"Hobsons Bay City Council"
"Newport",4,"t",865000,"9/09/2017","Western Metropolitan",6.2,"Hobsons Bay City Council"
"Newport",4,"h",980000,"9/09/2017","Western Metropolitan",6.2,"Hobsons Bay City Council"
"Niddrie",4,"h",1370000,"9/09/2017","Western Metropolitan",10.4,"Moonee Valley City Council"
"North Melbourne",2,"u",542000,"9/09/2017","Northern Metropolitan",1.8,"Melbourne City Council"
"North Warrandyte",4,"h",902000,"9/09/2017","Eastern Metropolitan",21.1,"Nillumbik Shire Council"
"Northcote",2,"h",1550000,"9/09/2017","Northern Metropolitan",5.3,"Darebin City Council"
"Northcote",1,"u",405000,"9/09/2017","Northern Metropolitan",5.3,"Darebin City Council"
"Northcote",3,"u",1150000,"9/09/2017","Northern Metropolitan",5.3,"Darebin City Council"
"Northcote",2,"u",630000,"9/09/2017","Northern Metropolitan",5.3,"Darebin City Council"
"Northcote",3,"h",1341500,"9/09/2017","Northern Metropolitan",5.3,"Darebin City Council"
"Northcote",3,"h",1260000,"9/09/2017","Northern Metropolitan",5.3,"Darebin City Council"
"Northcote",4,"h",1685000,"9/09/2017","Northern Metropolitan",5.3,"Darebin City Council"
"Oakleigh",4,"h",1495000,"9/09/2017","Southern Metropolitan",12.3,"Monash City Council"
"Oakleigh South",3,"h",1110000,"9/09/2017","South-Eastern Metropolitan",15.5,"Kingston City Council"
"Ormond",3,"h",1103000,"9/09/2017","Southern Metropolitan",11.4,"Glen Eira City Council"
"Parkdale",4,"h",1630000,"9/09/2017","South-Eastern Metropolitan",21.5,"Kingston City Council"
"Parkdale",5,"h",1100000,"9/09/2017","South-Eastern Metropolitan",21.5,"Kingston City Council"
"Parkdale",4,"h",1230000,"9/09/2017","South-Eastern Metropolitan",21.5,"Kingston City Council"
"Parkdale",2,"t",625500,"9/09/2017","South-Eastern Metropolitan",21.5,"Kingston City Council"
"Pascoe Vale",2,"h",555000,"9/09/2017","Northern Metropolitan",8.5,"Moreland City Council"
"Pascoe Vale",2,"u",641000,"9/09/2017","Northern Metropolitan",8.5,"Moreland City Council"
"Pascoe Vale",1,"u",436000,"9/09/2017","Northern Metropolitan",8.5,"Moreland City Council"
"Pascoe Vale",3,"h",850000,"9/09/2017","Northern Metropolitan",8.5,"Moreland City Council"
"Pascoe Vale",2,"u",362000,"9/09/2017","Northern Metropolitan",8.5,"Moreland City Council"
"Pascoe Vale",2,"h",790000,"9/09/2017","Northern Metropolitan",8.5,"Moreland City Council"
"Port Melbourne",4,"h",1631000,"9/09/2017","Southern Metropolitan",3.5,"Melbourne City Council"
"Port Melbourne",3,"h",1845000,"9/09/2017","Southern Metropolitan",3.5,"Melbourne City Council"
"Port Melbourne",3,"h",1000000,"9/09/2017","Southern Metropolitan",3.5,"Melbourne City Council"
"Port Melbourne",2,"h",1190000,"9/09/2017","Southern Metropolitan",3.5,"Melbourne City Council"
"Port Melbourne",2,"u",600000,"9/09/2017","Southern Metropolitan",3.5,"Melbourne City Council"
"Port Melbourne",3,"h",1600000,"9/09/2017","Southern Metropolitan",3.5,"Melbourne City Council"
"Prahran",1,"h",1475000,"9/09/2017","Southern Metropolitan",4.6,"Stonnington City Council"
"Prahran",3,"u",920000,"9/09/2017","Southern Metropolitan",4.6,"Stonnington City Council"
"Prahran",3,"h",1650000,"9/09/2017","Southern Metropolitan",4.6,"Stonnington City Council"
"Prahran",2,"u",845000,"9/09/2017","Southern Metropolitan",4.6,"Stonnington City Council"
"Preston",3,"u",540000,"9/09/2017","Northern Metropolitan",8.4,"Darebin City Council"
"Preston",2,"h",950000,"9/09/2017","Northern Metropolitan",8.4,"Darebin City Council"
"Preston",3,"h",1072500,"9/09/2017","Northern Metropolitan",8.4,"Darebin City Council"
"Preston",3,"t",800000,"9/09/2017","Northern Metropolitan",8.4,"Darebin City Council"
"Preston",3,"h",920000,"9/09/2017","Northern Metropolitan",8.4,"Darebin City Council"
"Preston",3,"h",947500,"9/09/2017","Northern Metropolitan",8.4,"Darebin City Council"
"Reservoir",3,"h",750000,"9/09/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",3,"h",755000,"9/09/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",3,"h",889000,"9/09/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",2,"h",680000,"9/09/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",3,"h",990000,"9/09/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",2,"t",550000,"9/09/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",4,"h",1250000,"9/09/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",2,"t",580000,"9/09/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",2,"u",583500,"9/09/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",3,"h",870000,"9/09/2017","Northern Metropolitan",12,"Darebin City Council"
"Richmond",3,"h",1400000,"9/09/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Richmond",3,"h",1525000,"9/09/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Richmond",2,"h",1200000,"9/09/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Richmond",3,"h",1200000,"9/09/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Richmond",1,"u",415000,"9/09/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Richmond",3,"t",1321000,"9/09/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Richmond",2,"u",592000,"9/09/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Ringwood",2,"h",1040000,"9/09/2017","Eastern Metropolitan",19.9,"Maroondah City Council"
"Ringwood East",4,"h",800000,"9/09/2017","Eastern Metropolitan",21.3,"Maroondah City Council"
"Ringwood East",4,"h",1315000,"9/09/2017","Eastern Metropolitan",21.3,"Maroondah City Council"
"Ringwood North",4,"h",1050000,"9/09/2017","Eastern Metropolitan",19.9,"Manningham City Council"
"Rosanna",4,"h",1800000,"9/09/2017","Eastern Metropolitan",8.9,"Banyule City Council"
"Rowville",3,"h",725000,"9/09/2017","South-Eastern Metropolitan",23.5,"Knox City Council"
"Roxburgh Park",3,"h",580500,"9/09/2017","Northern Metropolitan",20.6,"Hume City Council"
"Roxburgh Park",3,"h",440000,"9/09/2017","Northern Metropolitan",20.6,"Hume City Council"
"Roxburgh Park",3,"h",580000,"9/09/2017","Northern Metropolitan",20.6,"Hume City Council"
"Roxburgh Park",4,"h",510000,"9/09/2017","Northern Metropolitan",20.6,"Hume City Council"
"Sandringham",4,"h",2700000,"9/09/2017","Southern Metropolitan",15.2,"Bayside City Council"
"Sandringham",5,"h",2290000,"9/09/2017","Southern Metropolitan",15.2,"Bayside City Council"
"Sandringham",5,"h",2220000,"9/09/2017","Southern Metropolitan",15.2,"Bayside City Council"
"Sandringham",3,"h",1725000,"9/09/2017","Southern Metropolitan",15.2,"Bayside City Council"
"Seaford",3,"h",770000,"9/09/2017","South-Eastern Metropolitan",35.4,"Frankston City Council"
"Seddon",3,"h",1228000,"9/09/2017","Western Metropolitan",5.1,"Maribyrnong City Council"
"South Kingsville",3,"h",1124000,"9/09/2017","Western Metropolitan",6.2,"Hobsons Bay City Council"
"South Melbourne",2,"h",1355000,"9/09/2017","Southern Metropolitan",1.9,"Port Phillip City Council"
"South Melbourne",3,"h",1210000,"9/09/2017","Southern Metropolitan",1.9,"Port Phillip City Council"
"South Melbourne",2,"h",1180000,"9/09/2017","Southern Metropolitan",1.9,"Port Phillip City Council"
"South Melbourne",2,"u",655000,"9/09/2017","Southern Metropolitan",1.9,"Port Phillip City Council"
"South Melbourne",3,"u",1500000,"9/09/2017","Southern Metropolitan",1.9,"Port Phillip City Council"
"South Melbourne",2,"h",970000,"9/09/2017","Southern Metropolitan",1.9,"Port Phillip City Council"
"South Morang",4,"h",780000,"9/09/2017","Northern Metropolitan",20.5,"Whittlesea City Council"
"South Morang",3,"h",540000,"9/09/2017","Northern Metropolitan",20.5,"Whittlesea City Council"
"South Yarra",1,"u",442000,"9/09/2017","Southern Metropolitan",2.7,"Melbourne City Council"
"South Yarra",1,"u",370000,"9/09/2017","Southern Metropolitan",2.7,"Melbourne City Council"
